budget,popularity,runtime,vote_average,vote_count,release_year,main_genre
3860000,19.947265,130,6.3,273,2013,Action
38000000,16.801218,120,6.7,850,2011,Drama
50000000,20.825781,146,7.2,396,1999,Drama
38000000,11.500783,114,6.2,264,2002,Drama
35000000,13.932203,123,5.7,254,2001,Comedy
38000000,41.258487,94,5.0,567,2015,Action
53000000,6.454634,102,5.6,88,2001,Drama
38000000,5.257009,99,5.5,40,2001,Comedy
38000000,3.426555,118,5.7,80,1996,Drama
57000000,11.60815,105,6.0,190,2001,Comedy
10000000,18.664624,110,6.9,417,2009,Drama
38000000,10.047579,129,6.3,86,1996,Action
38000000,46.630062,119,6.2,2035,2013,Action
37000000,4.131546,118,5.8,52,1997,Action
0,5.641978,110,5.4,19,2001,Action
32000000,25.682509,137,7.0,701,2012,Drama
38000000,6.760922,93,4.3,75,2007,Action
40000000,3.87823,130,7.1,71,2008,Drama
37000000,57.773583,133,7.3,1915,2015,Drama
37000000,24.218358,125,7.0,1468,2010,Drama
40000000,27.009723,110,5.8,594,2012,Comedy
37000000,31.941347,96,6.5,1222,2008,Comedy
37000000,14.353279,96,5.6,330,2008,Comedy
38000000,33.003828,123,7.7,2277,2013,Action
37000000,30.993736,188,7.5,825,1999,Drama
30000000,25.825771,107,5.3,511,2010,Action
38000000,46.078371,110,5.9,1201,2016,Comedy
37000000,6.63839,113,6.7,163,2011,Drama
37000000,127.084938,122,5.8,3561,2008,Drama
36000000,27.465433,116,7.0,594,2002,Drama
65000000,16.865782,93,6.1,352,1999,Action
37000000,100.348805,110,6.8,2972,2013,Comedy
36500000,2.785832,115,5.3,23,2008,Action
36000000,9.176339,95,6.6,198,1997,Action
36000000,23.380757,134,5.8,338,1983,Action
36000000,33.926473,101,6.0,894,2010,Comedy
36000000,6.967857,107,6.7,96,2014,Drama
36000000,19.854932,109,5.8,258,2003,Action
37000000,29.652536,105,5.2,692,2015,Comedy
0,8.102925,130,6.2,40,1996,Drama
0,2.79483,127,6.3,32,1999,Drama
37000000,11.492474,114,5.8,556,2011,Drama
36000000,1.068453,95,4.6,14,2000,Comedy
0,3.457194,95,5.3,71,2003,Comedy
35000000,82.21166,100,7.2,6173,2009,Comedy
36000000,19.167377,105,6.5,379,2015,Action
33000000,18.316151,95,6.2,1011,1999,Comedy
35000000,44.104469,126,7.0,2096,1989,Action
0,6.668679,112,5.9,27,2011,Drama
35000000,36.172182,118,6.4,811,1992,Action
29000000,25.767395,129,7.2,1597,2009,Drama
35000000,21.543389,88,5.5,867,2001,Action
35000000,50.309843,98,6.5,2277,2011,Comedy
38000000,49.292384,110,7.2,1668,2010,Drama
35000000,83.893257,109,7.0,3088,2006,Comedy
35000000,34.005726,111,5.6,1645,2013,Comedy
35000000,45.149948,123,6.5,1375,2008,Drama
35000000,72.774941,125,5.9,1181,2015,Comedy
35000000,3.74263,105,5.5,225,2005,Comedy
27000000,29.381878,162,7.0,542,1996,Drama
35000000,24.860326,138,7.7,1310,1997,Drama
35000000,11.041659,100,5.8,550,2005,Comedy
35000000,11.897925,90,6.3,177,1997,Comedy
35000000,23.607071,108,5.5,453,1995,Action
0,28.98027,132,6.3,1018,1998,Action
35000000,9.525037,123,6.8,103,2010,Drama
34000000,18.39217,90,6.0,345,2007,Comedy
32000000,9.254647,109,6.8,141,2003,Drama
35000000,40.526587,109,6.5,2237,2011,Comedy
35000000,50.179171,91,5.6,1462,2016,Comedy
35000000,31.957947,125,7.3,1226,2013,Comedy
34000000,19.822791,202,7.2,370,1992,Drama
35000000,38.429648,134,5.6,896,2012,Comedy
35000000,13.707843,88,5.2,210,2009,Comedy
35000000,51.927471,92,6.2,1428,2009,Action
35000000,14.503568,91,5.2,253,2007,Comedy
0,6.74556,80,5.2,242,2006,Comedy
30000000,11.120167,98,5.8,140,2005,Comedy
35000000,40.370442,127,7.4,1147,1997,Drama
33000000,40.715623,100,6.4,2065,2002,Action
0,23.666229,104,6.0,415,2004,Comedy
35000000,25.903237,100,5.2,613,2008,Action
40000000,60.231382,109,6.7,3417,2011,Action
35000000,18.38292,106,5.7,458,2010,Comedy
35000000,14.029012,112,5.9,296,2011,Comedy
0,15.913783,95,5.1,287,2001,Comedy
35000000,6.889633,102,6.9,97,1976,Comedy
35000000,19.286099,102,4.1,325,1994,Action
35000000,50.587541,150,8.0,1864,2002,Drama
35000000,3.721272,101,6.4,35,2006,Drama
27000000,22.636908,104,6.7,811,2004,Drama
35000000,28.069419,137,6.0,741,2011,Drama
35000000,11.644243,101,5.4,239,2002,Drama
35000000,27.934978,108,5.9,730,1990,Action
35000000,12.677505,101,5.9,238,2008,Drama
35000000,8.737058,112,6.3,245,1999,Comedy
35000000,14.699342,102,5.8,325,2004,Comedy
45000000,14.513243,101,5.1,300,2012,Action
35000000,5.525544,155,6.3,157,1997,Drama
8900000,15.079993,93,5.6,318,2015,Action
35000000,23.835055,109,6.0,436,2010,Comedy
30000000,25.454549,104,5.5,523,2008,Drama
31000000,22.71592,96,5.9,437,2004,Comedy
35000000,35.120736,123,7.0,823,2015,Drama
35000000,19.893646,106,5.6,961,2011,Action
35000000,9.011729,111,6.9,161,2000,Comedy
35000000,19.088655,85,4.9,379,2008,Action
56000000,29.490057,109,5.7,593,2013,Drama
35000000,11.195593,97,5.1,167,2005,Comedy
35000000,17.709888,91,6.2,832,2012,Action
35000000,18.262017,87,5.4,647,2015,Action
35000000,10.10364,132,6.5,159,2002,Drama
35000000,28.670477,118,5.7,1455,2013,Action
31000000,16.736734,98,6.0,293,2004,Comedy
35000000,13.668633,92,4.6,149,2010,Comedy
30000000,9.780588,93,5.3,191,2012,Action
27000000,9.904881,117,5.8,129,1983,Action
35000000,9.789027,92,6.0,216,2007,Action
35000000,6.81729,115,5.7,31,1991,Action
35000000,10.73522,96,6.6,212,2007,Comedy
0,11.1399,111,6.4,108,2001,Drama
35000000,6.727949,94,5.7,55,2001,Action
35000000,16.343317,105,7.0,322,2009,Drama
40000000,14.818718,101,5.3,220,2009,Action
32000000,43.862456,139,6.5,987,2011,Drama
33000000,2.706207,91,4.7,64,1998,Action
35000000,27.903999,110,5.5,555,2014,Action
35000000,3.746806,102,4.8,91,2003,Drama
20500000,17.112498,102,5.6,294,2008,Action
35000000,10.304172,83,4.9,135,2006,Comedy
35000000,37.335721,123,6.9,1121,2015,Drama
0,0.912395,103,4.7,9,1997,Action
35000000,16.782471,118,6.5,357,2006,Comedy
35000000,3.503408,114,6.6,53,1992,Drama
35000000,9.122828,180,7.7,115,1993,Action
35000000,5.419181,121,6.6,60,1997,Action
35000000,2.864979,173,7.4,34,1981,Action
35000000,2.877488,135,6.7,25,1995,Drama
38000000,5.516207,138,6.6,49,1999,Drama
0,13.930763,148,7.0,291,2010,Drama
35000000,20.27704,93,5.8,307,2006,Action
0,0.126738,100,0.0,0,2009,Drama
34000000,131.815575,113,7.0,5371,2014,Action
35000000,16.832312,91,5.0,320,2015,Comedy
34000000,9.133747,139,7.0,169,1993,Drama
35000000,24.606012,96,6.8,827,2006,Drama
70000000,3.276912,101,5.3,29,1999,Action
35000000,16.830184,96,5.1,344,2012,Action
34000000,41.946523,128,7.3,1064,2015,Drama
75000000,20.697556,109,5.4,254,1999,Drama
34000000,1.656695,114,5.3,18,2000,Drama
35000000,17.932561,106,5.4,240,2012,Comedy
35000000,15.50957,141,6.5,224,2013,Drama
32000000,4.602185,195,7.1,67,1981,Drama
40000000,40.379966,138,7.1,877,1992,Drama
50000000,12.601306,101,5.3,110,2001,Action
30000000,24.389194,98,5.6,506,2000,Comedy
30000000,23.328823,89,4.8,469,2011,Action
33000000,29.775441,99,6.7,663,2012,Drama
33000000,19.642328,105,5.1,497,2006,Action
33000000,35.099611,124,6.1,766,2004,Action
30000000,16.541791,118,6.6,238,2005,Drama
30000000,31.92695,94,6.3,799,2012,Action
33000000,9.060642,124,5.7,116,1999,Comedy
32350000,46.509071,135,7.9,4665,1983,Action
30000000,21.538222,108,5.8,363,2008,Action
32000000,33.923786,124,7.2,813,2008,Drama
35000000,20.908494,98,5.3,394,2012,Comedy
32000000,16.901954,97,6.4,987,2003,Comedy
32000000,15.039407,123,6.2,323,1996,Drama
33000000,13.655735,99,5.3,185,2002,Comedy
0,21.620317,101,6.7,390,1988,Comedy
32000000,14.642055,92,5.6,359,2006,Comedy
32500000,17.107065,125,6.5,1661,2011,Comedy
32000000,38.21708,107,6.3,2359,2013,Action
32000000,24.147269,129,7.0,544,2000,Drama
32000000,18.47242,107,6.0,394,2010,Action
35000000,18.84332,90,5.7,414,2013,Comedy
32000000,15.901137,107,5.3,313,2011,Action
32000000,14.48851,120,6.7,374,1993,Action
30000000,23.197408,101,6.3,1018,2007,Drama
33000000,10.651202,105,6.7,232,2013,Drama
35000000,10.032626,113,5.6,143,1979,Action
0,6.048743,106,6.3,67,2005,Drama
32000000,34.628738,96,6.9,832,2005,Drama
32000000,47.5612,87,6.2,1061,2005,Action
32000000,16.473355,107,6.3,427,1995,Action
28000000,6.201404,90,5.6,104,2004,Action
32000000,15.560918,121,6.6,225,1999,Drama
32000000,25.799697,111,6.2,620,2010,Action
70000000,4.822033,90,4.0,104,2007,Action
32000000,3.379454,110,5.4,44,1996,Comedy
30000000,26.9385,100,5.3,724,2013,Comedy
32000000,4.098444,75,7.1,24,1997,Comedy
0,4.901553,132,7.2,18,1999,Drama
32000000,5.347936,108,5.9,86,2006,Drama
31500000,49.973462,153,8.0,2055,1979,Drama
32000000,13.611544,102,6.0,262,2010,Comedy
0,6.775294,137,6.9,113,1995,Drama
31500000,27.891012,113,5.7,557,2016,Action
31000000,13.864975,161,7.0,279,1985,Drama
31000000,42.213765,138,6.5,2415,2012,Drama
34000000,29.887404,126,5.9,541,1979,Action
30000000,74.417456,99,8.0,4519,2014,Comedy
31000000,7.06762,101,6.4,131,2001,Drama
31000000,15.895661,103,6.2,433,1990,Comedy
31000000,19.258041,118,7.0,462,2000,Drama
31000000,47.753598,99,6.2,1195,2015,Comedy
30250000,15.585138,105,6.4,302,1995,Comedy
45000000,32.217425,113,6.9,677,2002,Action
34200000,34.86859,93,6.1,875,1999,Comedy
30000000,36.432598,108,6.0,1344,2001,Comedy
30000000,73.640445,81,7.7,5269,1995,Comedy
30000000,49.526736,116,6.8,1783,1994,Action
30000000,26.780961,104,7.0,1293,2012,Drama
31000000,6.487344,105,6.0,89,2010,Drama
30000000,25.996219,113,7.4,821,2000,Drama
30000000,46.212155,134,7.2,957,1990,Action
25000000,32.105328,132,7.2,1101,2013,Drama
20000000,41.156217,92,6.2,981,2004,Comedy
30000000,37.179547,99,6.7,848,1991,Comedy
30000000,34.391792,90,6.1,1099,1995,Comedy
37000000,40.176265,115,6.5,1023,2001,Comedy
26000000,10.704596,102,6.5,166,1996,Comedy
30000000,27.870755,87,6.7,574,2004,Comedy
25000000,31.242999,138,7.6,1422,2003,Drama
30000000,70.456012,132,7.7,2439,2004,Drama
80000000,29.415229,103,6.4,503,1999,Comedy
29000000,55.109138,123,7.7,3067,2004,Drama
30000000,30.695228,111,6.1,978,2008,Comedy
35000000,13.788422,102,6.0,449,2009,Comedy
30,4.590277,78,6.0,100,2000,Comedy
30000000,3.845231,132,5.9,56,1991,Drama
30000000,26.952727,133,7.2,619,1994,Drama
25000000,33.704181,109,6.7,1205,2009,Drama
30000000,19.925026,125,6.7,362,2002,Comedy
35000000,43.742241,97,6.4,2652,2013,Comedy
30000000,46.377628,118,6.6,4697,2012,Action
0,9.166658,87,4.9,95,2001,Comedy
30000000,34.36645,89,6.0,733,1995,Comedy
30000000,12.967137,100,5.8,284,2012,Comedy
30000000,50.670253,111,6.4,1172,2008,Comedy
45000000,24.694551,109,6.7,607,2005,Action
30000000,11.409124,99,5.8,205,2008,Comedy
0,7.922716,114,5.8,81,1998,Drama
30000000,33.385429,89,5.9,856,2009,Comedy
19000000,8.584398,95,5.3,214,2004,Action
37000000,41.569541,98,6.3,1204,2004,Comedy
30000000,43.753585,94,7.4,1990,2011,Comedy
0,18.568021,85,5.5,319,2014,Comedy
53000000,28.350529,124,7.4,1317,2001,Drama
80000000,10.81051,131,5.8,196,1999,Drama
30000000,19.578249,107,5.6,376,1989,Action
30000000,5.73667,99,5.7,100,2002,Comedy
30000000,28.624038,83,6.3,521,1994,Comedy
30000000,27.230493,131,6.0,506,1985,Action
30000000,30.380747,85,6.8,643,2005,Comedy
30000000,29.489274,126,6.9,977,2007,Drama
30000000,8.058109,102,5.1,123,2005,Comedy
30000000,33.369305,123,7.4,1049,2007,Drama
30000000,16.52083,105,6.6,796,2010,Comedy
30000000,11.19602,125,6.2,243,1989,Action
30000000,14.585968,92,4.9,140,2012,Comedy
0,8.305085,118,7.2,144,2006,Drama
30000000,55.424027,121,7.2,2416,2015,Action
30000000,65.364452,123,7.3,2067,2015,Action
25000000,82.052056,112,7.4,1990,2015,Drama
0,15.011624,111,6.9,260,2003,Comedy
30000000,25.060342,107,6.6,582,2010,Drama
30000000,32.26789,113,7.1,721,2006,Comedy
30000000,10.608998,84,3.7,359,2008,Comedy
30000000,12.821329,126,7.2,238,1988,Comedy
27000000,30.131498,101,6.4,703,1987,Action
25000000,12.113235,94,6.6,384,1986,Comedy
30000000,31.191975,111,6.5,1263,2011,Action
30000000,11.916389,95,3.8,221,1997,Action
30000000,20.355458,98,5.7,359,2011,Comedy
30000000,63.848541,100,5.8,1463,2013,Drama
30000000,9.278361,125,6.5,206,2006,Action
45000000,7.185212,94,5.1,66,2001,Action
30000000,55.806402,79,6.6,1262,2009,Action
30000000,48.237797,106,6.4,1323,2013,Drama
0,17.943945,111,5.9,278,2004,Comedy
19000000,15.67747,85,4.1,210,2003,Comedy
30000000,4.52363,108,6.3,66,1998,Comedy
0,13.064264,139,6.4,158,2014,Drama
0,2.644427,127,6.2,27,1998,Drama
30000000,5.301589,106,5.4,163,1995,Action
0,20.252143,95,4.8,442,2006,Action
30000000,20.063165,108,5.8,339,2011,Action
35000000,6.246199,111,5.2,112,2004,Comedy
30000000,27.71063,124,5.7,457,2012,Comedy
30000000,2.850896,104,5.0,66,2004,Comedy
30000000,34.421696,133,6.9,905,2010,Drama
30000000,15.89534,87,4.8,458,2006,Action
30000000,9.607391,87,6.0,127,1998,Action
25000000,2.77255,98,5.2,47,1996,Action
0,17.834976,99,5.4,295,2002,Action
30000000,20.236951,112,6.6,1233,2010,Comedy
35000000,12.779201,126,6.8,125,2005,Drama
40000000,14.729386,98,5.5,278,2004,Comedy
37000000,11.374306,110,5.1,221,1986,Comedy
30000000,10.703602,130,6.3,240,2008,Drama
30000000,10.756266,97,5.1,202,2005,Action
30000000,4.352422,96,5.0,68,2003,Comedy
30000000,9.301562,114,6.7,157,2004,Drama
17000000,18.27083,106,6.0,603,2011,Comedy
30000000,19.106154,135,6.4,330,2005,Drama
30000000,5.259585,100,4.0,72,1999,Action
0,3.226243,100,5.4,44,1999,Drama
100000000,21.677732,85,2.9,462,2009,Action
30000000,43.882857,107,5.7,1266,2013,Action
25000000,12.10235,102,4.7,114,2004,Drama
23000000,3.362045,111,6.1,152,2004,Comedy
30000000,10.694417,86,4.8,131,2011,Comedy
30000000,6.353971,108,6.7,161,2005,Drama
30000000,4.952735,134,7.2,129,2010,Comedy
30000000,22.975918,91,5.5,543,2013,Drama
30000000,8.359599,108,5.8,153,2001,Action
30000000,49.336397,229,8.2,1069,1984,Drama
0,29.647844,118,5.9,638,2013,Action
0,12.467267,138,6.7,144,2004,Drama
0,2.774811,108,6.0,31,2003,Drama
0,3.71305,80,5.4,29,2005,Action
30000000,8.386432,92,6.3,141,2006,Drama
0,3.866026,98,5.0,29,2005,Action
21000000,12.790408,87,5.0,205,2006,Action
30000000,35.53352,160,7.0,776,2007,Action
30000000,4.065212,125,5.0,41,2011,Action
0,20.362025,91,5.9,306,2009,Comedy
30000000,48.0343,92,5.4,656,2015,Drama
30000000,13.268936,129,6.4,286,2011,Action
0,8.010046,93,5.5,90,2010,Comedy
30000000,12.257654,140,7.0,38,2007,Drama
27000000,6.036684,110,3.0,16,2014,Drama
30000000,10.958697,103,5.8,195,2014,Drama
19000000,66.242737,83,5.6,2238,2016,Comedy
29000000,71.496894,115,6.8,1940,2015,Comedy
28000000,35.580032,136,7.3,718,2005,Drama
30000000,8.085872,127,5.9,159,2000,Comedy
29000000,10.364582,86,5.8,135,1997,Action
0,16.87784,122,7.2,328,2008,Drama
30000000,18.165957,113,6.6,275,2002,Comedy
29000000,8.93941,100,5.0,85,2002,Comedy
29000000,20.55509,91,5.5,431,2016,Comedy
0,3.735723,157,6.9,51,1987,Drama
0,4.310168,112,6.3,26,1999,Comedy
12000000,12.653831,87,4.9,287,2004,Comedy
29000000,24.240361,103,6.8,455,2005,Drama
28000000,92.982009,90,7.4,3416,1992,Comedy
28000000,61.76233,147,7.7,1355,2015,Drama
28000000,66.976776,118,7.1,2781,1984,Action
60000000,21.252797,104,6.1,400,2001,Action
29000000,19.237254,110,6.6,392,2016,Comedy
29000000,27.555646,102,6.2,594,2003,Action
28000000,66.169628,131,7.5,3948,1988,Action
28000000,24.917665,99,6.4,564,2008,Comedy
28000000,57.518472,130,7.3,2607,2015,Comedy
0,11.870161,120,6.2,127,2009,Comedy
28000000,7.534003,135,7.0,159,2004,Drama
28000000,44.529429,101,6.8,1016,2004,Action
35000000,14.949395,103,5.5,427,2001,Comedy
21000000,24.13081,110,7.4,1286,2001,Comedy
28000000,28.043508,105,6.4,799,2013,Comedy
28000000,26.090746,127,6.3,490,1981,Action
28000000,14.530803,90,6.6,521,2001,Comedy
27000000,13.308127,99,5.5,282,1994,Action
28000000,38.0958,89,6.1,1337,2001,Comedy
28000000,18.650748,96,6.4,471,1993,Comedy
28000000,15.794946,104,6.1,327,2007,Comedy
28000000,45.054936,117,7.1,4645,2010,Action
28000000,25.039383,83,5.6,531,2011,Action
28000000,22.14595,81,6.1,493,2014,Comedy
28000000,36.58383,135,7.7,1358,2005,Drama
28000000,94.056131,117,7.9,3509,1982,Drama
28000000,41.638961,113,6.0,883,2014,Action
21000000,14.518708,117,6.5,323,2007,Drama
28000000,22.074306,103,5.8,491,2006,Comedy
28000000,4.436792,119,6.0,69,1999,Comedy
28000000,14.639324,94,5.5,345,2010,Action
28000000,1.767479,86,5.5,46,1997,Comedy
28000000,13.145205,98,4.8,296,2001,Action
28000000,12.921594,108,5.8,195,2015,Comedy
28000000,28.397048,108,5.5,640,2016,Comedy
28000000,7.039189,134,6.8,91,1997,Drama
27000000,16.785866,110,6.2,244,2008,Comedy
28000000,40.28635,103,6.3,2224,2013,Action
24000000,6.009644,145,5.6,61,2006,Action
28000000,25.520976,90,5.7,615,2014,Action
27500000,25.633663,131,6.2,527,1983,Action
30000000,22.527211,129,6.2,1214,2007,Comedy
30000000,24.09152,109,7.1,598,2009,Drama
35000000,6.248273,114,5.7,57,2008,Comedy
8000000,9.548391,163,6.9,67,1984,Drama
15000000,12.576381,92,6.9,235,2006,Drama
27500000,12.741073,120,6.2,205,2007,Drama
27000000,16.188572,113,6.7,413,1991,Action
27000000,5.576937,116,5.6,65,2002,Comedy
27000000,18.913,115,6.2,345,1997,Drama
27000000,44.714264,133,7.5,1065,1980,Action
27000000,11.870301,117,6.0,238,2008,Comedy
0,5.753705,117,6.7,33,2012,Comedy
27000000,28.227984,101,6.6,607,2002,Comedy
27000000,11.678561,82,5.5,247,1999,Action
27000000,36.921445,110,7.4,1323,2006,Drama
27000000,17.567332,193,7.3,235,1983,Drama
30000000,16.698316,130,6.3,288,2011,Drama
27000000,47.862016,102,7.0,1002,1984,Drama
0,18.591657,110,6.7,396,2008,Drama
27000000,3.123583,113,5.9,44,1998,Action
0,5.737161,106,6.8,79,2007,Drama
27000000,14.788073,89,4.4,222,2011,Action
28,9.670031,93,5.9,173,2001,Action
0,5.271559,112,5.9,56,1999,Comedy
25000000,8.31653,104,5.2,127,2008,Comedy
0,2.653988,120,5.9,23,2003,Drama
0,0.548435,133,6.9,6,2006,Comedy
26000000,31.250383,91,5.2,788,2009,Action
26000000,24.345651,97,6.0,879,2003,Comedy
26000000,38.473732,116,6.2,1983,2005,Comedy
28000000,61.309619,113,6.2,1131,2014,Drama
15000000,5.411154,111,5.8,628,1990,Comedy
27000000,41.832392,111,6.6,1148,2008,Action
26000000,21.988861,121,6.8,399,1998,Comedy
26000000,24.114459,115,6.3,404,1990,Drama
22000000,20.256571,175,6.9,207,1977,Drama
26000000,39.742009,106,7.3,1112,2000,Action
25000000,31.893932,130,6.1,1573,2013,Action
0,15.376391,109,5.9,194,2004,Comedy
26000000,10.981038,127,7.1,146,1985,Action
26000000,22.07638,104,6.8,633,2009,Drama
26000000,10.925618,100,5.2,144,2004,Comedy
56000000,21.219292,118,5.7,718,2011,Comedy
42000000,14.831402,118,5.8,198,2001,Drama
30000000,3.314094,110,4.8,54,2004,Comedy
26000000,7.964451,99,4.5,110,1994,Action
26000000,1.492056,101,5.5,34,1996,Drama
0,9.317265,103,6.5,165,2001,Comedy
26000000,5.644844,100,3.9,95,2015,Comedy
25000000,20.679652,129,6.8,417,2005,Drama
30000000,38.171417,127,6.9,864,2004,Drama
25000000,30.884535,125,7.0,1591,1993,Comedy
25000000,49.510658,133,7.6,1709,1988,Drama
33000000,50.7453,116,7.8,3086,2008,Drama
25100000,10.445391,131,6.1,143,2008,Drama
25000000,80.879032,93,7.2,4369,2008,Action
26000000,33.93914,117,7.2,765,2014,Drama
25000000,26.576385,129,6.1,661,1992,Action
22000000,104.469351,195,8.3,4329,1993,Drama
25000000,42.191509,146,7.8,1910,2011,Drama
28000000,20.267062,128,5.7,364,2013,Drama
0,22.644275,93,5.4,500,2004,Comedy
0,7.336256,100,4.7,64,2014,Drama
25000000,12.739721,83,5.6,231,2001,Action
25000000,46.942396,85,6.4,2251,2008,Action
25000000,15.505137,88,5.8,286,1991,Action
25000000,38.272889,119,7.6,1384,1987,Drama
25000000,53.645267,122,7.7,3003,2007,Drama
25000000,28.468,99,6.1,853,2014,Action
25000000,35.310712,97,6.5,1356,2001,Comedy
25000000,28.727731,121,6.8,951,2000,Comedy
45000000,4.340616,95,5.1,377,2003,Comedy
25000000,14.604911,104,5.7,210,2012,Comedy
25000000,38.688822,107,6.1,1331,2011,Comedy
25000000,30.537845,130,7.4,626,1993,Action
25000000,19.750059,115,6.0,330,2000,Action
25000000,26.811541,101,6.8,946,2012,Drama
60000000,40.646102,96,7.0,1113,2007,Drama
25000000,34.160448,106,7.2,1223,2004,Drama
0,5.377155,100,7.0,35,2013,Comedy
25000000,48.552871,117,6.4,1451,2012,Action
26000000,29.342744,94,6.7,1493,2004,Comedy
25000000,63.654244,145,8.2,3128,1990,Drama
28000000,11.859396,102,5.0,284,2003,Action
25000000,24.356483,97,6.4,711,2005,Comedy
25000000,70.105981,170,8.0,2948,1983,Action
25000000,8.618208,97,6.3,174,1997,Action
23000000,21.189028,163,7.4,355,1987,Drama
25000000,31.364901,109,6.1,770,2012,Action
0,7.615653,97,5.9,87,1997,Action
25000000,37.817905,158,7.9,1537,2007,Drama
25000000,6.086083,86,5.5,112,2002,Action
25000000,17.17372,119,6.3,386,2005,Comedy
25000000,16.936576,98,6.4,298,2001,Action
25000000,25.838073,97,5.6,529,2008,Comedy
25000000,5.625632,105,5.4,115,2005,Comedy
25000000,17.312433,124,6.6,259,2014,Drama
25000000,53.811461,94,6.4,1798,2014,Drama
0,7.057765,105,5.8,368,2003,Comedy
25000000,21.729434,101,5.5,444,2007,Comedy
25000000,12.837116,101,5.8,236,2003,Action
25000000,20.953265,114,7.0,451,2002,Drama
20000000,10.81439,105,6.4,671,2006,Comedy
25000000,27.683874,90,6.1,663,2007,Comedy
20000000,9.855474,97,4.9,199,2004,Action
25500000,12.756344,128,6.0,171,2013,Drama
25000000,29.533437,114,7.1,797,2007,Drama
30000000,14.179538,124,7.1,334,1998,Drama
25000000,14.340095,89,5.5,350,1998,Comedy
25485000,9.795985,144,6.9,147,1970,Action
25000000,6.889437,93,4.7,123,1997,Comedy
25000000,19.428994,81,5.4,325,2011,Comedy
0,7.326034,83,4.7,71,2009,Action
25000000,136.747729,142,8.5,8205,1994,Drama
21150000,6.081772,92,4.7,146,2001,Comedy
27000000,17.329269,113,6.7,244,1996,Comedy
25000000,22.622453,111,5.7,543,2014,Drama
25000000,20.561682,121,6.9,483,2013,Comedy
25000000,13.288177,98,5.9,185,2005,Comedy
30000000,19.212552,107,6.5,318,2005,Comedy
23000000,29.365851,106,7.2,661,2016,Comedy
25000000,10.232599,136,6.7,134,1998,Drama
25000000,8.870614,97,6.2,183,1994,Comedy
25000000,19.402816,115,6.6,1262,2010,Drama
25000000,24.903418,97,6.2,515,2010,Action
25000000,18.896239,103,6.0,414,2007,Action
25000000,15.960916,95,6.9,530,2002,Comedy
25000000,25.848003,93,6.5,656,2004,Comedy
13000000,6.337063,98,4.6,82,2002,Action
26000000,10.006282,90,5.4,66,2006,Comedy
0,2.753501,107,4.7,28,1988,Drama
25000000,7.538513,120,6.9,110,2005,Drama
8000000,13.715715,91,5.6,265,2008,Drama
25000000,3.707511,108,4.3,29,2000,Comedy
25000000,7.001176,107,5.2,147,2010,Drama
25000000,39.784026,108,6.3,824,2004,Comedy
25000000,10.115011,100,5.2,101,1996,Action
0,7.321181,85,4.4,46,2002,Action
0,6.309587,88,6.3,313,2007,Action
25,4.88794,145,7.0,59,1999,Drama
25000000,14.17009,109,6.5,304,2014,Drama
25000000,9.169271,122,6.2,137,2010,Drama
25000000,8.127728,107,7.0,210,2005,Drama
25000000,10.699952,120,6.0,378,2015,Drama
25000000,29.796394,99,7.1,705,1986,Action
0,11.60921,104,5.6,194,2012,Comedy
25000000,51.915025,140,7.7,1272,2011,Action
28000000,8.314624,132,6.7,97,1996,Drama
0,5.529035,254,6.6,90,1993,Drama
25000000,4.002579,113,6.1,82,2008,Drama
25000000,3.888776,99,4.6,45,2002,Drama
25000000,7.296459,100,6.2,111,1999,Drama
25000000,7.946769,105,5.3,25,1996,Comedy
25000000,7.473455,110,5.5,144,2011,Drama
25000000,5.073536,116,6.4,60,2006,Comedy
0,3.623002,92,5.7,34,1991,Action
32000000,41.075532,111,6.8,1087,2009,Drama
25000000,4.020194,117,5.0,22,1984,Action
0,2.083856,95,5.5,28,2005,Action
25000000,2.909346,95,4.8,47,2001,Comedy
25000000,8.450513,127,7.3,166,2005,Drama
25000000,8.186936,98,5.5,138,1995,Action
0,5.079017,95,5.1,14,2005,Comedy
25000000,17.603823,121,6.4,387,2008,Drama
25000000,7.008216,95,3.5,118,2005,Action
25000000,20.011435,80,7.0,738,2011,Comedy
25000000,4.051221,107,5.9,66,2005,Drama
25000000,3.849873,117,6.2,19,1998,Drama
25000000,3.593165,114,6.6,49,2009,Comedy
13500000,30.058263,124,7.7,704,2013,Drama
25000000,17.339852,122,6.0,326,2009,Drama
25000000,15.279021,154,7.1,380,2010,Comedy
0,5.000126,117,6.0,21,2010,Drama
25000000,35.022029,117,5.0,712,2013,Drama
25000000,12.31708,121,6.2,227,2011,Action
25000000,1.894749,128,7.0,31,1970,Action
25000000,6.895866,100,6.5,114,2014,Action
25000000,3.344158,100,4.1,26,2014,Action
14000000,14.480628,119,7.0,257,1988,Drama
25000000,14.613152,137,5.5,301,2012,Drama
24000000,30.445257,102,6.5,835,2006,Drama
25000000,15.333575,98,5.4,285,2016,Action
24000000,15.237142,105,6.4,225,2014,Comedy
41300000,23.441135,98,6.2,531,2000,Comedy
8200000,25.03414,107,6.4,505,1984,Drama
24000000,24.70166,91,6.6,541,2003,Comedy
24000000,16.146572,137,7.2,341,1991,Comedy
24000000,5.771479,115,6.1,67,2000,Comedy
24000000,27.326466,102,6.1,721,2008,Comedy
24000000,3.572339,108,5.9,111,2000,Comedy
24000000,20.69219,93,5.9,742,2009,Comedy
